timestamp,country,admin1,admin2,admin3,lat,lng,feature,value
2022-01-01T00:00:00,,,,,,,Infected_quarantined,0.4644730703378436
2022-01-02T00:00:00,,,,,,,Infected_quarantined,0.43760320889110493
2022-01-03T00:00:00,,,,,,,Infected_quarantined,0.39296150915941447
2022-01-04T00:00:00,,,,,,,Infected_quarantined,0.3423995260701147
2022-01-05T00:00:00,,,,,,,Infected_quarantined,0.28799080876261185
2022-01-06T00:00:00,,,,,,,Infected_quarantined,0.23434764538547176
2022-01-07T00:00:00,,,,,,,Infected_quarantined,0.18420083624279107
2022-01-08T00:00:00,,,,,,,Infected_quarantined,0.1395141853825309
2022-01-09T00:00:00,,,,,,,Infected_quarantined,0.10171856365204791
2022-01-10T00:00:00,,,,,,,Infected_quarantined,0.07123210526766587
2022-01-11T00:00:00,,,,,,,Infected_quarantined,0.04783876537934275
2022-01-12T00:00:00,,,,,,,Infected_quarantined,0.030779872605922954
2022-01-13T00:00:00,,,,,,,Infected_quarantined,0.018972033483494945
2022-01-14T00:00:00,,,,,,,Infected_quarantined,0.011190338384306671
2022-01-15T00:00:00,,,,,,,Infected_quarantined,0.006287437470640135
2022-01-16T00:00:00,,,,,,,Infected_quarantined,0.0033350552344299585
2022-01-17T00:00:00,,,,,,,Infected_quarantined,0.001652499554566247
2022-01-18T00:00:00,,,,,,,Infected_quarantined,0.0007593367661077493
2022-01-19T00:00:00,,,,,,,Infected_quarantined,0.00032367130014846916
2022-01-20T00:00:00,,,,,,,Infected_quarantined,0.00012748921503581698
2022-01-21T00:00:00,,,,,,,Infected_quarantined,4.548129988874628e-05
2022-01-22T00:00:00,,,,,,,Infected_quarantined,1.4264863849985459e-05
2022-01-23T00:00:00,,,,,,,Infected_quarantined,3.7867230179278056e-06
2022-01-24T00:00:00,,,,,,,Infected_quarantined,8.180173986634098e-07
2022-01-25T00:00:00,,,,,,,Infected_quarantined,1.4330870884208718e-07
2022-01-26T00:00:00,,,,,,,Infected_quarantined,2.2385764471534964e-08
2022-01-27T00:00:00,,,,,,,Infected_quarantined,3.441597101061699e-09
2022-01-28T00:00:00,,,,,,,Infected_quarantined,6.590770493134132e-10
2022-01-29T00:00:00,,,,,,,Infected_quarantined,5.501808679358637e-10
2022-01-30T00:00:00,,,,,,,Infected_quarantined,3.4708102028823456e-09
2022-01-31T00:00:00,,,,,,,Infected_quarantined,5.94650254820872e-08
2022-02-01T00:00:00,,,,,,,Infected_quarantined,1.9339496820238963e-06
2022-02-02T00:00:00,,,,,,,Infected_quarantined,1.859621514664773e-06
2022-02-03T00:00:00,,,,,,,Infected_quarantined,9.85876660648818e-07
2022-02-04T00:00:00,,,,,,,Infected_quarantined,5.4405591951167e-07
2022-02-05T00:00:00,,,,,,,Infected_quarantined,3.860053163463703e-07
2022-02-06T00:00:00,,,,,,,Infected_quarantined,3.5898231950518845e-07
2022-02-07T00:00:00,,,,,,,Infected_quarantined,3.98514138092466e-07
2022-02-08T00:00:00,,,,,,,Infected_quarantined,4.6611574974301305e-07
2022-02-09T00:00:00,,,,,,,Infected_quarantined,5.255481834581744e-07
2022-02-10T00:00:00,,,,,,,Infected_quarantined,5.535941792743122e-07
2022-02-11T00:00:00,,,,,,,Infected_quarantined,-1.1304788681551417e-07
2022-02-12T00:00:00,,,,,,,Infected_quarantined,2.3326741433597315e-08
2022-02-13T00:00:00,,,,,,,Infected_quarantined,-4.677849136548725e-09
2022-01-01T00:00:00,,,,,,,Infected,0.00446735941672523
2022-01-02T00:00:00,,,,,,,Infected,0.009832813446726424
2022-01-03T00:00:00,,,,,,,Infected,0.017291245563759598
2022-01-04T00:00:00,,,,,,,Infected,0.02340742881283237
2022-01-05T00:00:00,,,,,,,Infected,0.027038469048333805
2022-01-06T00:00:00,,,,,,,Infected,0.027471923578555487
2022-01-07T00:00:00,,,,,,,Infected,0.025008386617381965
2022-01-08T00:00:00,,,,,,,Infected,0.02057945756598974
2022-01-09T00:00:00,,,,,,,Infected,0.01540822836564502
2022-01-10T00:00:00,,,,,,,Infected,0.010545535189919731
2022-01-11T00:00:00,,,,,,,Infected,0.006629341250910477
2022-01-12T00:00:00,,,,,,,Infected,0.003846797968521227
2022-01-13T00:00:00,,,,,,,Infected,0.002071542289049132
2022-01-14T00:00:00,,,,,,,Infected,0.0010383877620236137
2022-01-15T00:00:00,,,,,,,Infected,0.0004831595294235813
2022-01-16T00:00:00,,,,,,,Infected,0.00020663405962218783
2022-01-17T00:00:00,,,,,,,Infected,8.018139986202813e-05
2022-01-18T00:00:00,,,,,,,Infected,2.797493178512243e-05
2022-01-19T00:00:00,,,,,,,Infected,8.78389475360651e-06
